ModelFile;PositionX;PositionY;PositionZ;RotationX;RotationY;RotationZ;ScaleFactor;ModelId;Type
..\..\world\azeroth\swamposorrow\passivedoodads\trees\swampsorrowcanopytree01.obj;10174.462890625;20.112199783325195;18711.337890625;0;212.1854248046875;0;1.462890625;540271;m2
..\..\world\azeroth\swamposorrow\passivedoodads\trees\swampsorrowcanopytree01.obj;9876.9033203125;32.1208381652832;19226.23046875;0;55.65800857543945;0;1.41796875;540612;m2
..\..\world\azeroth\swamposorrow\passivedoodads\trees\swampsorrowcanopytree01.obj;9713.9541015625;20.48419952392578;19122.71484375;0;313.63629150390625;0;1.400390625;540001;m2
..\..\world\azeroth\swamposorrow\passivedoodads\trees\swampsorrowcanopytree02.obj;9976.412109375;21.94243812561035;18734.8984375;0;223.06781005859375;0;1.52734375;538353;m2
..\..\world\azeroth\swamposorrow\passivedoodads\trees\swampsorrowcanopytree01.obj;9970.357421875;107.81111907958984;18657.857421875;0;341.1138916015625;0;1.4736328125;538153;m2
..\..\world\azeroth\swamposorrow\passivedoodads\trees\swampsorrowcanopytree01.obj;9904.048828125;21.235532760620117;18716.751953125;0;233.59844970703125;0;1.322265625;538231;m2
..\..\world\azeroth\swamposorrow\passivedoodads\trees\swampsorrowcanopytree01.obj;9993.1044921875;23.29228401184082;19225.7265625;0;56.24115753173828;0;1.294921875;540623;m2
..\..\world\azeroth\swamposorrow\passivedoodads\trees\swampsorrowcanopytree01.obj;9883.1259765625;21.005952835083008;18794.19140625;0;234.49932861328125;0;1.2685546875;538457;m2
..\..\world\azeroth\swamposorrow\passivedoodads\trees\swampsorrowcanopytree02.obj;10035.080078125;21.306798934936523;19167.73828125;0;326.5126647949219;0;1.3798828125;540260;m2
..\..\world\azeroth\swamposorrow\passivedoodads\trees\swampsorrowcanopytree01.obj;10040.775390625;22.40494155883789;18712.33984375;0;118.21649169921875;0;1.244140625;538262;m2
..\..\world\azeroth\swamposorrow\passivedoodads\trees\swampsorrowcanopytree02.obj;10191.0869140625;21.836721420288086;19181.01171875;0;142.0189971923828;0;1.279296875;540581;m2
..\..\world\azeroth\swamposorrow\passivedoodads\trees\swampsorrowcanopytree02.obj;10187.138671875;22.253931045532227;18904.0859375;0;321.60162353515625;0;1.275390625;540393;m2
..\..\world\azeroth\swamposorrow\passivedoodads\trees\swampsorrowcanopytree01.obj;9849.056640625;21.761817932128906;18723.25;0;330.7315368652344;0;1.1923828125;538212;m2
..\..\world\azeroth\swamposorrow\passivedoodads\trees\swampsorrowcanopytree02.obj;10011.19140625;19.93170928955078;18892.90234375;0;160.9765625;0;1.37109375;539142;m2
..\..\world\azeroth\swamposorrow\passivedoodads\trees\swampsorrowcanopytree01.obj;9770.74609375;20.180023193359375;18912.25390625;0;6.57000732421875;0;1.3798828125;539237;m2
..\..\world\azeroth\swamposorrow\passivedoodads\trees\swampsorrowcanopytree01.obj;10152.837890625;22.04777717590332;18884.63671875;0;179.58799743652344;0;1.498046875;540361;m2
..\..\world\azeroth\swamposorrow\passivedoodads\trees\swampsorrowcanopytree01.obj;9842.580078125;21.910743713378906;19074.017578125;0;31.498779296875;0;1.150390625;539936;m2
..\..\world\azeroth\swamposorrow\passivedoodads\trees\swampsorrowcanopytree01.obj;9652.5703125;24.094507217407227;19143.11328125;0;92.1231689453125;0;1.447265625;540102;m2
..\..\world\azeroth\swamposorrow\passivedoodads\trees\swampsorrowcanopytree01.obj;9919.0556640625;94.09548950195312;18634.06640625;0;350.4321594238281;0;1.30859375;538152;m2
..\..\world\azeroth\swamposorrow\passivedoodads\trees\swampsorrowcanopytree02.obj;9746.927734375;21.27033805847168;19125.51171875;0;30.42205810546875;0;1.2353515625;540017;m2
..\..\world\azeroth\swamposorrow\passivedoodads\trees\swampsorrowcanopytree02.obj;9824.6904296875;19.042673110961914;18893.78515625;0;236.5208740234375;0;1.2216796875;539040;m2
..\..\world\azeroth\swamposorrow\passivedoodads\trees\swampsorrowcanopytree02.obj;10156.841796875;21.132001876831055;18766.4453125;0;310.6479187011719;0;1.2080078125;540287;m2
..\..\world\azeroth\swamposorrow\passivedoodads\trees\swampsorrowcanopytree02.obj;9913.9765625;19.408430099487305;18977.091796875;0;43.5291748046875;0;1.201171875;539574;m2
..\..\world\azeroth\swamposorrow\passivedoodads\trees\swampsorrowcanopytree02.obj;9670.1171875;19.373247146606445;18977.533203125;0;206.05545043945312;0;1.2392578125;539504;m2
..\..\world\azeroth\swamposorrow\passivedoodads\trees\swampsorrowcanopytree01.obj;10171.017578125;21.78611183166504;19021.21875;0;225.2705535888672;0;1.0986328125;540475;m2
